@relation Homer-Bart-Lisa-Others

@attribute colorOrange numeric
@attribute colorWhite numeric
@attribute colorBlue numeric
@attribute colorPurple numeric
@attribute colorBrown numeric
@attribute colorRed numeric
@attribute maxDeterminant numeric
@attribute classe {Homer, Bart, Lisa, Other}

@data
0.286078,0.586126,0.000000,0.007767,0.000000,0.008965,0.286078,Bart
0.000000,0.718436,0.000000,0.006020,0.000000,0.019304,0.019304,Bart
0.204955,0.763702,0.000000,0.029526,0.000000,0.220068,0.220068,Bart
0.292773,0.720115,0.000000,0.042520,0.026923,0.000000,0.292773,Bart
0.000000,0.998826,0.000000,0.375839,0.000000,0.000000,0.000000,Bart
0.171049,0.799859,0.585242,0.011650,0.073676,0.008375,0.171049,Homer
0.000000,0.661199,0.000000,0.000000,0.142144,0.000000,0.142144,Homer
0.000000,0.809535,0.000000,0.000000,0.198979,0.000000,0.198979,Homer
0.000000,0.904254,0.514274,0.016032,0.122879,0.000000,0.122879,Homer
0.000000,0.551670,0.000000,0.004618,0.020633,0.001017,0.020633,Homer
0.000000,0.903213,0.595044,0.033355,0.237311,0.000000,0.237311,Homer
0.000000,0.909473,0.580485,0.012967,0.118050,0.000000,0.118050,Homer
0.000000,0.812564,0.000092,0.000000,0.188465,0.000023,0.188465,Homer
0.000000,0.877880,0.507143,0.007505,0.071532,0.005285,0.071532,Homer
0.000000,0.885609,0.709925,0.010816,0.122702,0.000000,0.122702,Homer
0.090735,0.873363,0.372723,0.021435,0.098515,0.000324,0.098515,Homer
0.106247,0.781481,0.417229,0.115836,0.061440,0.000000,0.106247,Homer
0.000000,0.846167,0.577327,0.012450,0.111595,0.001884,0.111595,Homer
0.000000,0.861163,0.815770,0.038629,0.224105,0.076890,0.224105,Homer
0.000000,0.750295,0.000000,0.000000,0.024568,0.004259,0.024568,Homer
0.000000,0.685328,0.006137,0.005557,0.058557,0.009189,0.058557,Homer
0.000000,0.839324,0.000000,0.000000,0.099719,0.000000,0.099719,Homer
0.000000,0.827959,0.539389,0.019380,0.120701,0.000000,0.120701,Homer
0.181875,0.848549,0.469786,0.101847,0.082980,0.000000,0.181875,Homer
0.000000,0.874198,0.588420,0.019763,0.131566,0.000000,0.131566,Homer
0.000000,0.880420,0.576916,0.049974,0.161238,0.000860,0.161238,Homer
0.000000,0.845726,0.556019,0.016769,0.193883,0.000000,0.193883,Homer
0.000000,0.881742,0.604619,0.013913,0.121282,0.000000,0.121282,Homer
0.000000,0.927014,0.618005,0.014104,0.049868,0.000000,0.049868,Homer
0.094667,0.833311,0.533513,0.073683,0.066213,0.003860,0.094667,Homer
0.000000,0.880028,0.055110,0.036101,0.221188,0.016404,0.221188,Homer
0.000000,0.732055,0.016391,0.033940,0.016282,0.000000,0.016282,Homer
0.000000,0.758006,0.188075,0.005191,0.090756,0.002968,0.090756,Homer
0.000000,0.606175,0.001351,0.003028,0.034306,0.000000,0.034306,Homer
0.000000,0.862315,0.644004,0.017942,0.038435,0.000000,0.038435,Homer
0.000000,0.696704,0.000000,0.005742,0.232566,0.000000,0.232566,Homer
0.000000,0.893726,0.624358,0.034176,0.076522,0.008160,0.076522,Homer
0.000000,0.719504,0.013170,0.514756,0.000000,0.000000,0.000000,Homer
0.000000,0.856868,0.008879,0.012962,0.000000,0.000000,0.000000,Homer
0.000000,0.870094,0.513554,0.036693,0.073622,0.000000,0.073622,Homer
0.000000,0.908020,0.631653,0.077899,0.004945,0.000000,0.004945,Homer
0.000000,0.744459,0.000000,0.014284,0.032903,0.000000,0.032903,Homer
0.000000,0.855516,0.008387,0.023812,0.165507,0.000000,0.165507,Homer
0.000000,0.631932,0.000000,0.000000,0.000000,0.000000,0.000000,Homer
0.000000,0.919720,0.551648,0.050214,0.114052,0.000000,0.114052,Homer
0.067866,0.900245,0.546720,0.000876,0.118602,0.132552,0.132552,Homer
0.000000,0.840353,0.000000,0.019270,0.070787,0.000000,0.070787,Homer
0.000000,0.892942,0.525307,0.000000,0.109004,0.000000,0.109004,Homer
0.000000,0.925333,0.000000,0.000000,0.143538,0.000000,0.143538,Homer
0.000000,0.626762,0.000000,0.000712,0.167024,0.000000,0.167024,Homer
0.000000,0.672447,0.000000,0.000433,0.141054,0.000000,0.141054,Homer
0.000000,0.912507,0.000000,0.224419,0.202392,0.000000,0.202392,Homer
0.000000,0.841197,0.001433,0.009746,0.177294,0.000000,0.177294,Homer
0.000000,0.713686,0.000000,0.003781,0.169334,0.000000,0.169334,Homer
0.000000,0.949037,0.047638,0.063608,0.005120,0.000000,0.005120,Homer
0.000000,0.885609,0.709925,0.010816,0.122702,0.000000,0.122702,Homer
0.000000,0.647286,0.100719,0.003052,0.094013,0.005024,0.094013,Homer
0.000000,0.745123,0.000000,0.146197,0.052398,0.000000,0.052398,Homer
0.000000,0.886407,0.179948,0.618660,0.093190,0.000000,0.093190,Homer
0.000000,0.798281,0.000000,0.000000,0.146739,0.000000,0.146739,Homer
0.000000,0.854937,0.158640,0.015302,0.162745,0.008666,0.162745,Homer
0.000000,0.794067,0.000000,0.000900,0.076543,0.000000,0.076543,Homer
0.000000,0.854402,0.000000,0.000000,0.575029,0.000000,0.575029,Homer
0.000000,0.661356,0.000000,0.000602,0.257659,0.000000,0.257659,Homer
0.000000,0.761596,0.210433,0.001294,0.146376,0.000000,0.146376,Homer
0.000000,0.835702,0.471941,0.011060,0.102899,0.000000,0.102899,Homer
0.000000,0.801687,0.000000,0.000000,0.200528,0.008685,0.200528,Homer
0.000000,0.516307,0.000000,0.000000,0.000000,0.048469,0.048469,Lisa
0.000000,0.657312,0.000000,0.000000,0.000000,0.268488,0.268488,Lisa
0.000000,0.871478,0.000000,0.000000,0.000000,0.350954,0.350954,Lisa
0.000000,0.759869,0.000000,0.010941,0.000000,0.158840,0.158840,Lisa
0.000000,0.722517,0.004971,0.000000,0.000000,0.300850,0.300850,Lisa
0.000000,0.781366,0.000000,0.000000,0.000000,0.336827,0.336827,Lisa
0.000000,0.819748,0.000000,0.000000,0.000000,0.314812,0.314812,Lisa
0.120604,0.770637,0.003751,0.170264,0.000000,0.177736,0.177736,Lisa
0.000000,0.806419,0.000000,0.000000,0.000000,0.365022,0.365022,Lisa
0.000000,0.898599,0.000000,0.081860,0.000000,0.394535,0.394535,Lisa
0.000000,0.728248,0.000000,0.000000,0.000000,0.249132,0.249132,Lisa
0.000000,0.828970,0.000000,0.000000,0.000000,0.112163,0.112163,Lisa
0.000000,0.723299,0.000000,0.000000,0.000000,0.054675,0.054675,Lisa
0.162607,0.892849,0.000000,0.030548,0.036085,0.216171,0.216171,Lisa
0.000000,0.686559,0.000000,0.008976,0.000000,0.308321,0.308321,Lisa
0.000000,0.748486,0.000000,0.000000,0.000000,0.081841,0.081841,Lisa
0.000000,0.708845,0.000000,0.000000,0.000000,0.239412,0.239412,Lisa
0.000462,0.885124,0.003685,0.000000,0.003838,0.296433,0.296433,Lisa
0.098197,0.824539,0.000000,0.000000,0.026019,0.204449,0.204449,Lisa
0.000000,0.646741,0.000000,0.000000,0.000000,0.196414,0.196414,Lisa
0.000000,0.731037,0.000000,0.000000,0.000000,0.293674,0.293674,Lisa
0.000000,0.734791,0.000000,0.000000,0.000000,0.359182,0.359182,Lisa
0.000000,0.848771,0.000000,0.000000,0.000000,0.346373,0.346373,Lisa
0.000000,0.708229,0.000000,0.000000,0.000000,0.258373,0.258373,Lisa
0.000000,0.590393,0.000000,0.004517,0.000000,0.000000,0.000000,Lisa
0.000000,0.585323,0.000000,0.000000,0.000313,0.012687,0.012687,Lisa
0.000000,0.573160,0.000000,0.000000,0.000000,0.318612,0.318612,Lisa
0.000000,0.900706,0.000000,0.000000,0.000000,0.000000,0.000000,Lisa
0.000000,0.623063,0.000000,0.000000,0.000000,0.000000,0.000000,Lisa
0.000000,0.867751,0.000000,0.013460,0.000000,0.341429,0.341429,Lisa
0.000000,0.833452,0.000000,0.012119,0.003388,0.255174,0.255174,Lisa
0.000000,0.701957,0.000000,0.000000,0.000128,0.307037,0.307037,Lisa
0.000000,0.607249,0.000000,0.000000,0.000000,0.259613,0.259613,Lisa
0.998980,0.999971,0.000000,0.000000,0.000000,0.998311,0.998980,Other
0.000000,0.912184,0.000000,0.075426,0.000000,0.838418,0.838418,Other
0.000000,0.999960,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.853800,0.006871,0.005048,0.000000,0.000000,0.000000,Other
0.000000,0.751348,0.000000,0.000000,0.002104,0.000000,0.002104,Other
0.000000,0.860407,0.008219,0.000000,0.000690,0.000000,0.000690,Other
0.000000,0.823273,0.011190,0.009679,0.000000,0.000000,0.000000,Other
0.000000,0.776734,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.735787,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.975610,0.000000,0.000000,0.013187,0.756111,0.756111,Other
0.000000,0.945920,0.000000,0.000000,0.000000,0.584631,0.584631,Other
0.000000,0.999937,0.975610,0.000000,0.000000,0.999204,0.999204,Other
0.000000,0.895319,0.118798,0.517880,0.000000,0.000000,0.000000,Other
0.000000,0.999860,0.000000,0.998066,0.000000,0.000000,0.000000,Other
0.000000,0.826406,0.008703,0.039847,0.000000,0.000000,0.000000,Other
0.000000,0.894547,0.169327,0.083461,0.021259,0.000000,0.021259,Other
0.000000,0.938085,0.000000,0.000000,0.011204,0.000000,0.011204,Other
0.000000,0.906195,0.000000,0.011876,0.000000,0.000000,0.000000,Other
0.000000,0.802195,0.000000,0.290984,0.000000,0.000000,0.000000,Other
0.000000,0.865325,0.000000,0.000000,0.029126,0.000000,0.029126,Other
0.000000,0.999991,0.000000,0.000000,0.998908,0.000000,0.998908,Other
0.000000,0.999668,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.866104,0.000000,0.035993,0.005147,0.000000,0.005147,Other
0.000000,0.413203,0.000000,0.059231,0.000779,0.000000,0.000779,Other
0.000000,0.757826,0.520327,0.052316,0.000000,0.000000,0.000000,Other
0.000000,0.999965,0.000000,0.989011,0.000000,0.000000,0.000000,Other
0.000000,0.699573,0.001429,0.007809,0.001123,0.000000,0.001123,Other
0.000000,0.662739,0.000000,0.032407,0.001010,0.000000,0.001010,Other
0.000000,0.838755,0.000000,0.607888,0.000000,0.000000,0.000000,Other
0.000000,0.667885,0.120085,0.013356,0.000000,0.000000,0.000000,Other
0.000000,0.689967,0.000000,0.006765,0.008485,0.000000,0.008485,Other
0.000000,0.999970,0.999723,0.997462,0.000000,0.000000,0.000000,Other
0.000000,0.789096,0.000000,0.831931,0.000000,0.000000,0.000000,Other
0.000000,0.999980,0.000000,0.998322,0.947368,0.000000,0.947368,Other
0.000000,0.875406,0.001625,0.020202,0.001084,0.000000,0.001084,Other
0.000000,0.999987,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.919410,0.002025,0.000946,0.000676,0.000000,0.000676,Other
0.000000,0.845319,0.000000,0.000000,0.023195,0.000000,0.023195,Other
0.000000,0.900053,0.000617,0.031452,0.010144,0.023511,0.023511,Other
0.000000,0.999954,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999989,0.999884,0.998276,0.969697,0.000000,0.969697,Other
0.000000,0.932902,0.010521,0.139623,0.002254,0.000000,0.002254,Other
0.000000,0.974559,0.000000,0.621510,0.273810,0.000000,0.273810,Other
0.000000,0.925716,0.000000,0.204425,0.000000,0.000000,0.000000,Other
0.000000,0.926095,0.000000,0.077511,0.551689,0.000000,0.551689,Other
0.000000,0.792241,0.010038,0.636042,0.000844,0.000000,0.000844,Other
0.998445,0.999986,0.000000,0.999397,0.999831,0.000000,0.999831,Other
0.000000,0.998885,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.596991,0.005275,0.000848,0.001201,0.000000,0.001201,Other
0.000000,0.999967,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.916757,0.000000,0.000000,0.000000,0.401866,0.401866,Other
0.000000,0.999957,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999979,0.994536,0.997854,0.999668,0.000000,0.999668,Other
0.000000,0.768803,0.001534,0.004008,0.000000,0.000000,0.000000,Other
0.000000,0.877484,0.194003,0.034285,0.004902,0.000000,0.004902,Other
0.000000,0.999954,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.753065,0.000000,0.005904,0.000000,0.000000,0.000000,Other
0.000000,0.999969,0.000000,0.997409,0.000000,0.000000,0.000000,Other
0.000000,0.913574,0.139117,0.328149,0.001812,0.000000,0.001812,Other
0.000000,0.751912,0.000000,0.003303,0.005790,0.000000,0.005790,Other
0.000000,0.823789,0.555107,0.060181,0.000000,0.000000,0.000000,Other
0.000000,0.733191,0.011431,0.004373,0.000179,0.003839,0.003839,Other
0.000000,0.923345,0.000000,0.036821,0.002094,0.000000,0.002094,Other
0.000000,0.999964,0.989130,0.969697,0.000000,0.000000,0.000000,Other
0.000000,0.755554,0.019881,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.997663,0.697802,0.808696,0.026549,0.000000,0.026549,Other
0.000000,0.999971,0.999845,0.998178,0.000000,0.000000,0.000000,Other
0.000000,0.999955,0.000000,0.950000,0.500000,0.000000,0.500000,Other
0.000000,0.911337,0.000000,0.012514,0.000000,0.000000,0.000000,Other
0.000000,0.999973,0.981818,0.994819,0.000000,0.000000,0.000000,Other
0.000000,0.999973,0.000000,0.982456,0.833333,0.000000,0.833333,Other
0.000000,0.999969,0.000000,0.000000,0.992537,0.000000,0.992537,Other
0.000000,0.913491,0.000000,0.013457,0.000000,0.000000,0.000000,Other
0.000000,0.885705,0.000000,0.026433,0.000000,0.000000,0.000000,Other
0.000000,0.981668,0.000000,0.000000,0.349839,0.000000,0.349839,Other
0.000000,0.998426,0.000000,0.000000,0.033333,0.527174,0.527174,Other
0.000000,0.999987,0.000000,0.000000,0.980769,0.000000,0.980769,Other
0.000000,0.999968,0.000000,0.977273,0.954545,0.000000,0.954545,Other
0.000000,0.999948,0.985075,0.987805,0.962963,0.000000,0.962963,Other
0.000000,0.999988,0.000000,0.996212,0.933333,0.000000,0.933333,Other
0.000000,0.999974,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999990,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999977,0.984127,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999987,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999983,0.000000,0.975610,0.000000,0.000000,0.000000,Other
0.012473,0.667113,0.000000,0.000000,0.000000,0.000000,0.012473,Other
0.000000,0.800124,0.000000,0.014221,0.000000,0.026364,0.026364,Other
0.000000,0.999981,0.000000,0.956522,0.000000,0.000000,0.000000,Other
0.000000,0.896121,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.712848,0.000000,0.002428,0.000000,0.000000,0.000000,Other
0.000000,0.999986,0.000000,0.000000,0.984375,0.000000,0.984375,Other
0.000000,0.945617,0.035645,0.417442,0.000000,0.000000,0.000000,Other
0.000000,0.999987,0.000000,0.998227,0.999848,0.000000,0.999848,Other
0.000000,0.879510,0.006978,0.040779,0.000000,0.000000,0.000000,Other
0.000000,0.999993,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.607731,0.000000,0.001198,0.000000,0.000000,0.000000,Other
0.000000,0.542456,0.000000,0.002995,0.000000,0.000000,0.000000,Other
0.000000,0.982809,0.000000,0.691419,0.000000,0.000000,0.000000,Other
0.000000,0.781004,0.000000,0.006188,0.000000,0.005832,0.005832,Other
0.000000,0.706376,0.405256,0.007556,0.000000,0.000000,0.000000,Other
0.000000,0.560507,0.001190,0.001432,0.000000,0.000000,0.000000,Other
0.000000,0.593719,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.762032,0.000000,0.213970,0.000000,0.000000,0.000000,Other
0.000000,0.934794,0.008744,0.177703,0.002282,0.000000,0.002282,Other
0.000000,0.753562,0.000000,0.011104,0.000000,0.000000,0.000000,Other
0.000000,0.756706,0.000000,0.030532,0.260562,0.000000,0.260562,Other
0.000000,0.824356,0.001803,0.007531,0.000000,0.000000,0.000000,Other
0.000000,0.999978,0.000000,0.947368,0.000000,0.000000,0.000000,Other
0.000000,0.502082,0.000000,0.000000,0.000038,0.004391,0.004391,Other
0.000000,0.999988,0.937500,0.998035,0.666667,0.000000,0.666667,Other
0.000000,0.882044,0.648169,0.014800,0.000000,0.000000,0.000000,Other
0.000000,0.729916,0.000000,0.002823,0.000000,0.000000,0.000000,Other
0.000000,0.663471,0.000000,0.000000,0.000420,0.000000,0.000420,Other
0.000000,0.858121,0.000000,0.001287,0.001287,0.000000,0.001287,Other
0.000000,0.737571,0.000000,0.000761,0.000000,0.000000,0.000000,Other
0.000000,0.787349,0.523836,0.037349,0.000000,0.000000,0.000000,Other
0.000000,0.711577,0.000000,0.001150,0.000690,0.000000,0.000690,Other
0.000000,0.712209,0.000000,0.001360,0.000000,0.000000,0.000000,Other
0.000000,0.975161,0.000000,0.021210,0.067736,0.000000,0.067736,Other
0.000000,0.933300,0.000000,0.011468,0.001343,0.000000,0.001343,Other
0.000000,0.999992,0.833333,0.996454,0.000000,0.980000,0.980000,Other
0.000000,0.487702,0.000000,0.363231,0.000000,0.000000,0.000000,Other
0.000000,0.998661,0.000000,0.997229,0.000000,0.000000,0.000000,Other
0.000000,0.999791,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.999942,0.000000,0.999785,0.000000,0.000000,0.000000,Other
0.000000,0.880732,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.846774,0.000000,0.771724,0.000000,0.000000,0.000000,Other
0.000000,0.811230,0.000000,0.000000,0.028787,0.000000,0.028787,Other
0.000000,0.866024,0.000000,0.000000,0.002540,0.000000,0.002540,Other
0.000000,0.784393,0.432536,0.459207,0.000000,0.000000,0.000000,Other
0.000000,0.837908,0.141196,0.226948,0.000000,0.000000,0.000000,Other
0.000000,0.937751,0.000000,0.314966,0.000000,0.000000,0.000000,Other
0.000000,0.827808,0.000000,0.000000,0.009534,0.000000,0.009534,Other
0.000000,0.877835,0.000000,0.034027,0.000000,0.000000,0.000000,Other
0.000000,0.800794,0.000000,0.053831,0.000000,0.000000,0.000000,Other
0.000000,0.778174,0.000000,0.012112,0.000000,0.000000,0.000000,Other
0.000000,0.470535,0.040857,0.005976,0.004616,0.000000,0.004616,Other
0.000000,0.999900,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.489706,0.000000,0.000000,0.000000,0.000000,0.000000,Other
0.000000,0.732363,0.000000,0.182655,0.000000,0.000000,0.000000,Other
0.000000,0.835140,0.000000,0.343894,0.000000,0.000000,0.000000,Other
0.000000,0.999846,0.000000,0.998952,0.000000,0.000000,0.000000,Other
0.000000,0.735869,0.000000,0.176452,0.000000,0.000000,0.000000,Other
0.000000,0.999904,0.000000,0.941176,0.928571,0.000000,0.928571,Other
0.000000,0.999878,0.000000,0.981481,0.983051,0.000000,0.983051,Other
0.000000,0.999908,0.000000,0.998331,0.947368,0.000000,0.947368,Other
0.000000,0.637480,0.002815,0.156422,0.000000,0.000000,0.000000,Other
0.000000,0.739565,0.000000,0.560399,0.006182,0.000000,0.006182,Other
0.000000,0.717372,0.000000,0.025562,0.000000,0.000000,0.000000,Other
0.000000,0.505156,0.000000,0.003327,0.000000,0.000000,0.000000,Other
0.000000,0.617382,0.000000,0.364367,0.000160,0.000000,0.000160,Other
0.000000,0.999898,0.000000,0.968750,0.979167,0.000000,0.979167,Other
0.000000,0.570124,0.000000,0.006818,0.000000,0.000000,0.000000,Other
0.000000,0.660058,0.000000,0.012066,0.000000,0.000000,0.000000,Other
0.000000,0.854483,0.000000,0.021500,0.000000,0.000000,0.000000,Other
0.000000,0.758403,0.000000,0.084738,0.006546,0.000000,0.006546,Other
